fullNameForSearch,age,position,height,team,overall_rating,awareness_rating,speed_rating,agility_rating,jumping_rating,acceleration_rating,archetype,bCVision_rating,blockShedding_rating,breakSack_rating,breakTackle_rating,carrying_rating,catchInTraffic_rating,catching_rating,changeOfDirection_rating,college,deepRouteRunning_rating,finesseMoves_rating,firstName,hitPower_rating,impactBlocking_rating,injury_rating,iteration,jerseyNum,jukeMove_rating,kickAccuracy_rating,kickPower_rating,kickReturn_rating,lastName,leadBlock_rating,manCoverage_rating,mediumRouteRunning_rating,passBlockFinesse_rating,passBlockPower_rating,passBlock_rating,playAction_rating,playRecognition_rating,plyrAssetname,plyrBirthdate,plyrHandedness,plyrPortrait,powerMoves_rating,press_rating,primaryKey,pursuit_rating,release_rating,runBlockFinesse_rating,runBlockPower_rating,runBlock_rating,runningStyle_rating,shortRouteRunning_rating,signingBonus,spectacularCatch_rating,spinMove_rating,stamina_rating,status,stiffArm_rating,strength_rating,tackle_rating,teamId,throwAccuracyDeep_rating,throwAccuracyMid_rating,throwAccuracyShort_rating,throwOnTheRun_rating,throwPower_rating,throwUnderPressure_rating,totalSalary,toughness_rating,trucking_rating,weight,yearsPro,zoneCoverage_rating
Tristan Wirfs,23,RT,77,Buccaneers,91,94,77,64,87,78,OT_PassProtector,22,25,12,20,36,15,37,58,Iowa,5,10,Tristan,38,89,92,launch-ratings,78,16,12,15,10,Wirfs,90,12,5,92,91,91,6,17,WirfsTristan_20971,1/24/99,Right,681,10,10,20971,30,15,89,86,87,Long Stride Loose,15,14230000,15,13,93,published,34,90,38,6,6,6,6,6,11,10,2000000,93,36,345,2,13
Alvin Kamara,27,HB,70,Saints,90,90,89,92,92,94,HB_ElusiveBack,91,29,24,90,92,74,76,89,Tennessee,68,48,Alvin,33,39,93,launch-ratings,41,91,16,21,83,Kamara,41,18,76,23,27,55,26,18,KamaraAlvin_12551,7/25/95,Right,8617,31,17,12551,34,78,28,29,41,Default,82,21370000,75,85,93,published,91,77,29,27,23,31,34,33,41,15,48920000,85,87,215,5,24
Amari Cooper,28,WR,73,Browns,90,93,91,94,91,88,WR_DeepThreat,89,35,28,78,72,88,95,93,Alabama,90,10,Amari,15,54,87,launch-ratings,2,90,21,25,77,Cooper,35,15,91,20,20,35,6,20,CooperAmari_2435,6/17/94,Right,7060,10,18,2435,39,90,33,36,53,Default Stride Loose,90,11340000,90,86,92,published,72,68,25,5,10,15,25,15,45,20,41120000,94,62,210,7,25
Chandler Jones,32,ROLB,77,Raiders,90,92,77,80,85,79,OLB_PowerRusher,10,79,12,10,47,15,49,69,Syracuse,5,91,Chandler,84,87,84,launch-ratings,55,41,15,25,10,Jones,26,37,5,45,45,45,6,89,JonesChandler_11295,2/27/90,Right,5281,94,33,11295,97,15,45,45,45,Long Stride Loose,15,45110000,25,34,93,published,45,87,89,23,6,6,6,6,20,13,1500000,88,35,265,10,42
Darius Leonard,27,LOLB,74,Colts,90,92,86,83,90,88,OLB_RunStopper,48,80,12,36,58,52,76,78,S.C. State,5,64,Darius,86,85,93,launch-ratings,53,56,15,21,10,Leonard,25,62,5,45,45,45,6,95,LeonardDarius_13130,7/27/95,Right,8971,59,49,13130,98,15,45,45,45,Long Stride Default,15,20840000,51,46,92,published,63,78,94,10,6,6,6,6,19,13,81880000,89,36,215,4,64
DeForest Buckner,28,DT,79,Colts,90,96,72,82,80,76,DT_SpeedRusher,38,87,12,13,44,18,40,66,Oregon,3,91,DeForest,87,88,95,launch-ratings,99,28,19,20,11,Buckner,38,33,6,44,46,46,6,95,BucknerDeForest_17542,3/17/94,Right,7920,82,22,17542,92,17,45,44,45,Long Stride Loose,14,44380000,21,23,88,published,33,91,89,10,6,6,6,6,22,17,52000000,92,45,295,6,42
DeMarcus Lawrence,30,LE,75,Cowboys,90,93,80,80,83,85,DE_RunStopper,43,89,12,25,42,24,33,69,Boise State,4,91,DeMarcus,84,85,84,launch-ratings,90,42,19,19,10,Lawrence,13,39,8,45,45,45,6,96,LawrenceDeMarcus_11079,4/28/92,Right,6487,85,44,11079,93,20,45,45,45,Default,15,28000000,25,32,84,published,42,88,88,11,6,6,6,6,25,14,28000000,95,45,265,8,50
Harrison Smith,33,SS,74,Vikings,90,89,87,91,85,90,S_RunSupport,60,73,10,39,66,59,83,83,Notre Dame,10,50,Harrison,93,70,95,launch-ratings,22,54,20,25,10,Smith,23,76,13,35,35,35,10,89,SmithHarrison_11440,2/2/89,Left,5485,66,77,11440,91,12,35,35,35,Default,15,29340000,71,61,93,published,35,73,80,31,10,10,10,10,25,23,45430000,84,61,214,10,88
Jamal Adams,26,SS,73,Seahawks,90,87,90,86,81,91,S_RunSupport,55,69,20,25,60,52,68,88,LSU,20,61,Jamal,95,75,87,launch-ratings,33,65,25,25,35,Adams,26,76,25,35,35,35,15,90,AdamsJamal_12524,10/17/95,Right,8463,71,63,12524,90,12,35,35,35,Default Stride Loose,35,32440000,61,55,91,published,40,78,77,28,10,10,15,15,25,17,48000000,92,45,213,5,89
Jason Kelce,34,C,75,Eagles,90,93,75,73,75,75,C_Agile,10,55,12,14,40,15,40,59,Cincinnati,5,35,Jason,55,89,94,launch-ratings,62,10,22,18,10,Kelce,95,25,5,86,82,84,6,40,KelceJason_10690,11/5/87,Right,4406,45,10,10690,58,15,96,93,96,Default Stride Awkward,15,6930000,15,10,87,published,10,85,57,13,6,6,6,6,22,12,1120000,96,10,295,11,32
JC Jackson,26,CB,70,Chargers,90,93,92,86,85,92,CB_Slot,57,47,10,48,61,55,82,88,Maryland,12,45,JC,49,51,92,launch-ratings,27,70,14,16,45,Jackson,18,95,20,35,35,35,6,94,JacksonJC_13406,11/17/95,Right,8937,36,83,13406,70,30,35,35,35,Short Stride Loose,30,25000000,72,69,92,published,35,66,50,8,6,6,6,6,36,10,57510000,88,45,198,4,87
Jessie Bates III,25,FS,73,Bengals,90,95,89,89,85,90,S_Zone,74,44,10,48,69,63,77,85,Wake Forest,10,37,Jessie,83,57,92,launch-ratings,30,78,12,18,78,Bates III,20,82,15,35,35,35,10,94,BatesIIIJessie_13202,2/26/97,Right,8815,25,66,13202,87,13,35,35,35,Default,20,0,66,69,95,published,36,58,72,2,10,10,10,10,25,23,12910000,84,41,200,4,89
Joe Burrow,25,QB,76,Bengals,90,92,83,82,74,86,QB_FieldGeneral,83,30,88,69,60,19,40,80,LSU,15,10,Joe,29,29,88,launch-ratings,9,69,17,21,10,Burrow,20,29,19,15,25,15,83,27,BurrowJoe_20948,12/10/96,Right,198,10,25,20948,38,18,20,30,15,Long Stride Default,28,34200000,26,68,92,published,49,68,36,2,86,97,97,89,87,92,2000000,97,57,221,2,33
Joel Bitonio,30,LG,76,Browns,90,94,71,72,78,72,G_Agile,25,10,12,12,40,15,28,54,Nevada,5,10,Joel,31,87,95,launch-ratings,75,10,21,24,10,Bitonio,90,12,5,90,88,89,6,28,BitonioJoel_10831,10/11/91,Right,6346,10,10,10831,19,15,92,86,90,Long Stride High and Tight,15,16500000,15,10,91,published,10,87,30,5,6,6,6,6,16,16,39420000,94,28,320,8,20
Jordan Poyer,31,SS,72,Bills,90,91,88,87,79,91,S_Zone,60,62,15,30,65,45,74,85,Oregon State,20,54,Jordan,68,57,92,launch-ratings,21,66,25,25,65,Poyer,12,80,25,35,35,35,6,90,PoyerJordan_12280,4/25/91,Right,6322,46,80,12280,86,15,35,35,35,Short Stride Loose,35,14700000,68,65,93,published,15,66,75,3,6,6,6,6,30,19,8850000,84,25,191,9,94
Justin Tucker,32,K,73,Ravens,90,77,73,63,41,78,KP_Accurate,10,13,15,5,35,27,52,56,Texas,13,10,Justin,12,12,95,launch-ratings,9,10,99,99,10,Tucker,12,12,17,17,17,17,20,10,TuckerJustin_11814,11/21/89,Right,6131,10,10,11814,15,12,12,12,12,Default Stride Awkward,22,16020000,68,10,85,published,10,40,13,25,25,30,35,23,28,26,9130000,62,10,183,10,12
Marlon Humphrey,26,CB,72,Ravens,90,89,92,87,85,94,CB_MantoMan,68,56,16,56,62,52,70,90,Alabama,10,42,Marlon,78,60,88,launch-ratings,44,76,25,30,62,Humphrey,20,92,11,35,35,35,6,87,HumphreyMarlon_12544,7/8/96,Right,8595,33,92,12544,70,15,35,35,35,Short Stride Default,15,40520000,60,61,93,published,36,74,69,25,6,6,6,6,22,10,70990000,79,29,197,5,89
Michael Thomas,29,WR,75,Saints,90,89,87,89,91,91,WR_Physical,89,22,23,82,78,96,93,89,Ohio State,87,11,Michael,15,45,87,launch-ratings,13,87,22,23,25,Thomas,25,16,88,14,15,40,6,16,ThomasMichael_17552,3/3/93,Right,8231,11,16,17552,19,94,31,38,52,Default,89,50810000,96,78,96,published,82,77,27,27,6,10,15,10,24,22,41240000,99,59,212,6,18
Ronnie Stanley,28,LT,78,Ravens,90,92,65,70,71,69,OT_PassProtector,15,27,12,8,32,22,24,57,Notre Dame,6,14,Ronnie,42,85,85,launch-ratings,79,22,17,20,9,Stanley,87,11,9,93,91,92,6,18,StanleyRonnie_17545,3/18/94,Right,8225,18,9,17545,29,22,94,89,92,Default Stride Awkward,19,62610000,20,13,88,published,19,90,31,25,6,6,6,6,22,16,49000000,76,27,315,6,13
Ryan Jensen,31,C,76,Buccaneers,90,98,62,62,64,62,C_Agile,15,36,12,9,26,15,35,56,CSU-Pueblo,5,20,Ryan,31,95,97,launch-ratings,66,10,10,13,11,Jensen,92,12,5,86,85,85,6,15,JensenRyan_12315,5/27/91,Right,6871,20,10,12315,39,15,95,88,93,Long Stride Awkward,15,12500000,15,10,92,published,10,90,48,6,6,6,6,6,10,11,21500000,98,32,319,9,12
Tyler Lockett,29,WR,70,Seahawks,90,88,93,96,85,92,WR_Playmaker,93,25,27,83,73,87,95,93,Kansas State,88,10,Tyler,12,45,96,launch-ratings,16,93,25,30,96,Lockett,25,10,88,15,17,30,6,15,LockettTyler_2448,9/28/92,Right,7214,10,10,2448,30,85,29,34,51,Default Stride Loose,86,36250000,91,88,89,published,38,50,25,28,6,10,15,10,30,23,47700000,89,38,182,7,25
A.J. Terrell Jr,23,CB,73,Falcons,89,88,92,89,83,92,CB_Zone,67,49,15,58,58,55,70,90,Clemson,20,43,A.J.,56,50,91,launch-ratings,24,75,12,19,40,Terrell Jr,19,90,26,35,35,35,6,91,TerrellAJ_21002,9/23/98,Right,610,28,90,21002,75,38,35,35,35,Default Stride Loose,31,12300000,62,66,92,published,47,60,56,14,6,6,6,6,22,13,2000000,83,35,195,2,95
Aaron Jones,27,HB,69,Packers,89,88,90,93,89,93,HB_ElusiveBack,89,23,18,87,90,57,76,90,UTEP,60,10,Aaron,24,42,86,launch-ratings,33,94,20,21,55,Jones,44,15,64,32,36,60,15,18,JonesAaron_12748,12/2/94,Right,8609,10,20,12748,35,63,15,15,25,Default,70,13000000,59,84,91,published,86,71,20,20,20,30,35,15,30,12,35000000,89,84,208,5,20
Chris Godwin,26,WR,73,Buccaneers,89,90,90,90,88,92,WR_Slot,86,28,22,79,71,92,93,89,Penn State,84,10,Chris,33,43,90,launch-ratings,14,82,21,25,48,Godwin,23,15,90,20,20,57,6,20,GodwinChris_12614,2/27/96,Right,8567,10,18,12614,32,86,16,23,55,Default Stride High and Tight,91,11250000,89,74,94,published,76,72,27,6,10,15,20,15,33,24,41250000,90,76,205,5,25
D.K. Metcalf,24,WR,75,Seahawks,89,92,95,84,97,94,WR_Physical,86,38,29,87,77,89,92,83,Ole Miss,84,10,D.K.,30,48,94,launch-ratings,14,82,13,18,40,Metcalf,27,15,82,18,23,42,10,19,MetcalfDK_20353,12/14/97,Right,9569,10,15,20353,34,88,30,34,52,Long Stride Default,84,1550000,97,71,88,published,86,79,33,28,10,13,18,10,34,19,5890000,96,77,235,3,29
Dak Prescott,29,QB,74,Cowboys,89,89,82,83,79,82,QB_Improviser,86,29,92,75,68,20,42,83,Mississippi St.,15,9,Dak,40,39,95,launch-ratings,4,75,22,26,13,Prescott,29,12,17,18,14,21,90,21,PrescottDak_17567,7/29/93,Right,8179,9,9,17567,33,19,35,38,39,Default,18,54390000,20,51,95,published,65,75,42,11,92,90,91,90,89,93,66600000,97,74,238,6,18
Deebo Samuel,26,WR,71,49ers,89,98,92,90,94,94,WR_Playmaker,98,43,30,91,71,88,87,89,South Carolina,81,11,Deebo,39,46,88,launch-ratings,19,92,12,15,85,Samuel,25,21,86,16,21,38,23,34,SamuelDeebo_20348,1/15/96,Right,9618,11,16,20348,48,89,21,26,53,Default,89,4230000,92,85,95,published,88,80,46,15,21,27,32,34,44,25,5850000,92,82,215,3,29
Kendall Fuller,27,CB,71,Commanders,89,92,90,89,87,92,CB_MantoMan,70,61,17,57,63,61,71,89,Virginia Tech,11,37,Kendall,58,50,87,launch-ratings,29,78,17,18,60,Fuller,10,91,16,34,33,10,6,92,FullerKendall_17668,2/13/95,Right,8013,30,83,17668,80,27,34,33,17,Short Stride High and Tight,26,13010000,68,63,92,published,29,67,69,26,6,6,6,6,27,12,27000000,87,28,198,6,89
Kenny Clark,26,DT,75,Packers,89,94,68,63,71,75,DT_RunStopper,27,91,12,14,34,22,24,58,UCLA,3,69,Kenny,82,88,91,launch-ratings,97,24,17,17,9,Clark,36,33,5,45,44,44,6,95,ClarkKenny_17661,10/4/95,Right,7947,83,13,17661,86,15,45,46,45,Long Stride Loose,13,23160000,24,17,85,published,27,96,85,20,6,6,6,6,23,18,35510000,92,35,314,6,38
Minkah Fitzpatrick,25,FS,73,Steelers,89,90,91,92,90,93,S_Zone,81,60,18,58,66,59,74,88,Alabama,18,50,Minkah,81,63,94,launch-ratings,39,79,13,15,68,Fitzpatrick,18,80,23,35,35,35,6,87,FitzpatrickMinkah_13084,11/17/96,Left,8887,38,75,13084,85,29,35,35,35,Short Stride Loose,28,17500000,62,69,93,published,55,64,69,29,6,6,6,6,15,16,66720000,88,47,207,4,88
Rashan Gary,24,LOLB,77,Packers,89,94,86,79,89,89,OLB_PowerRusher,27,82,12,20,32,18,30,70,Michigan,6,79,Rashan,78,79,91,launch-ratings,52,33,10,10,10,Gary,15,39,10,45,45,45,6,91,GaryRashan_20551,12/3/97,Right,9467,91,30,20551,86,14,45,45,45,Long Stride Default,14,13880000,16,24,82,published,30,83,87,20,6,6,6,6,23,14,12890000,84,24,277,3,49
Rodney Hudson,33,C,74,Cardinals,89,87,59,59,65,66,C_PassProtector,10,41,12,25,40,15,34,44,Florida State,5,30,Rodney,20,91,91,launch-ratings,61,10,15,11,10,Hudson,89,12,5,90,92,91,6,15,HudsonRodney_10688,7/12/89,Right,4391,30,10,10688,35,15,82,84,83,Default Stride Awkward,15,3500000,15,10,85,published,10,90,45,7,6,6,6,6,12,16,17250000,97,20,315,11,14
Roquan Smith,25,ROLB,72,Bears,89,86,88,88,81,91,OLB_PassCoverage,41,75,12,36,54,40,68,82,Georgia,11,60,Roquan,87,84,92,launch-ratings,58,47,22,14,10,Smith,22,72,12,45,45,45,10,86,SmithRoquan_13082,4/8/97,Right,9061,68,56,13082,91,22,45,45,45,Default Stride Loose,13,11520000,39,31,92,published,35,80,96,1,6,8,10,13,25,10,16700000,95,39,230,4,80
Ryan Ramczyk,28,RT,78,Saints,89,91,61,68,76,56,OT_Power,17,37,12,11,43,30,39,54,Wisconsin,7,30,Ryan,40,89,89,launch-ratings,71,26,23,21,10,Ramczyk,89,12,15,88,90,89,6,28,RamczykRyan_12533,4/22/94,Right,8694,40,10,12533,42,32,90,92,91,Default Stride Awkward,25,37200000,25,13,90,published,28,90,38,27,6,6,6,6,16,14,70510000,94,26,314,5,12
T.J. Hockenson,25,TE,77,Lions,89,92,83,84,89,87,TE_VerticalThreat,77,47,17,66,81,87,95,79,Iowa,71,46,T.J.,51,66,88,launch-ratings,88,65,34,38,10,Hockenson,57,27,78,56,59,61,10,34,HockensonTJ_20518,7/3/97,Right,9503,37,26,20518,56,78,65,63,66,Long Stride Default,80,17820000,87,59,90,published,74,80,46,19,10,15,20,10,28,15,11400000,89,68,251,3,37
Wyatt Teller,27,RG,76,Browns,89,95,64,68,72,64,G_Power,27,45,35,28,40,29,36,52,Virginia Tech,12,37,Wyatt,43,91,91,launch-ratings,77,28,12,18,10,Teller,93,9,18,83,85,84,22,31,TellerWyatt_13208,11/21/94,Right,9076,42,10,13208,40,18,91,89,90,Long Stride Loose,22,14650000,27,26,91,published,19,93,50,5,19,24,27,26,40,27,44350000,90,44,314,4,10
Xavien Howard,29,CB,73,Dolphins,89,91,90,87,92,94,CB_MantoMan,66,61,13,63,64,77,84,86,Baylor,11,36,Xavien,53,46,90,launch-ratings,25,76,17,18,56,Howard,15,89,16,34,33,10,6,92,HowardXavien_17709,7/4/93,Right,8061,32,92,17709,83,27,34,33,14,Short Stride Loose,26,46870000,83,69,94,published,29,65,65,12,6,6,6,6,27,16,44300000,88,26,198,6,89
Adam Thielen,32,WR,74,Vikings,88,91,89,90,92,92,WR_Slot,90,32,22,79,73,93,93,83,Minnesota State,85,10,Adam,15,45,87,launch-ratings,19,85,35,34,67,Thielen,25,10,87,20,25,35,29,25,ThielenAdam_2280,8/22/90,Right,6913,10,15,2280,29,87,33,36,52,Default Stride Loose,88,27100000,98,81,90,published,63,67,32,31,32,37,46,33,50,29,26200000,87,51,200,9,16
Adrian Amos,29,SS,72,Packers,88,93,91,82,85,91,S_Zone,59,65,15,39,65,55,71,86,Penn State,10,47,Adrian,86,63,94,launch-ratings,31,64,25,25,35,Amos,18,77,10,35,35,35,15,91,AmosAdrian_2599,4/29/93,Right,6996,42,78,2599,84,15,35,35,35,Default,20,5260000,61,55,93,published,44,72,73,20,10,10,15,15,30,17,2020000,77,40,214,7,86
Austin Ekeler,27,HB,70,Chargers,88,93,91,92,89,92,HB_ElusiveBack,85,11,26,85,88,65,79,86,Western Colorado,66,10,Austin,20,47,88,launch-ratings,30,89,15,22,68,Ekeler,49,15,72,22,26,57,15,12,EkelerAustin_12948,5/17/95,Right,9179,10,20,12948,40,74,30,32,38,Default,79,12750000,68,89,95,published,72,82,32,8,16,20,27,18,28,17,11750000,87,76,200,5,20
D.J. Moore,25,WR,72,Panthers,88,89,93,92,94,93,WR_Playmaker,92,22,23,87,73,86,87,89,Maryland,84,10,D.J.,18,41,95,launch-ratings,2,94,13,18,80,Moore,20,18,86,25,22,30,15,22,MooreDJ_13184,4/14/97,Right,8995,10,29,13184,36,86,24,30,56,Short Stride Loose,87,19520000,89,82,93,published,83,66,30,21,20,27,33,23,43,22,53490000,92,70,210,4,24
Danielle Hunter,27,LOLB,77,Vikings,88,91,87,85,88,90,OLB_SpeedRusher,35,85,12,24,46,10,36,71,LSU,2,92,Danielle,74,84,85,launch-ratings,99,40,11,15,10,Hunter,14,25,3,45,45,45,6,86,HunterDanielle_2540,10/29/94,Right,7179,84,10,2540,91,12,45,45,45,Default Stride Loose,10,35620000,12,55,78,published,28,82,83,31,6,6,6,6,15,12,30280000,81,44,263,7,42
Eric Kendricks,30,MLB,72,Vikings,88,93,85,81,88,90,MLB_FieldGeneral,49,82,12,27,60,48,73,80,UCLA,5,61,Eric,85,80,87,launch-ratings,54,44,14,19,10,Kendricks,22,73,5,45,45,45,6,91,KendricksEric_2559,2/29/92,Right,7200,51,59,2559,88,25,45,45,45,Default Stride Loose,15,13250000,69,35,92,published,35,76,86,31,6,6,6,6,24,10,38360000,85,43,232,7,83
Ezekiel Elliott,27,HB,72,Cowboys,88,89,89,91,95,91,HB_ElusiveBack,91,32,20,83,91,62,70,86,Ohio State,56,21,Ezekiel,42,64,97,launch-ratings,21,92,20,21,63,Elliott,67,14,61,33,38,66,29,20,ElliottEzekiel_17547,7/22/95,Right,7993,16,16,17547,48,60,33,34,48,Short Stride High and Tight,68,39740000,60,86,96,published,87,80,59,11,20,22,30,29,35,23,50700000,98,86,228,6,19
Fletcher Cox,31,DT,76,Eagles,88,87,76,78,66,80,DT_RunStopper,25,83,12,10,38,15,32,63,Mississippi St.,3,69,Fletcher,80,91,93,launch-ratings,91,25,21,25,10,Cox,41,24,7,45,45,45,6,91,CoxFletcher_11297,12/13/90,Right,5119,85,10,11297,87,15,45,45,45,Long Stride Loose,15,5000000,15,30,85,published,47,94,91,13,6,6,6,6,19,15,3000000,86,42,310,10,38
Jeffery Simmons,25,RE,76,Titans,88,95,73,75,76,79,DE_RunStopper,23,88,12,16,29,21,27,62,Mississippi St.,6,77,Jeffery,88,85,90,launch-ratings,98,32,16,15,48,Simmons,20,29,10,45,45,45,6,94,SimmonsJeffery_20549,7/28/97,Right,156,88,17,20549,94,15,45,45,45,Long Stride Loose,18,10660000,19,28,86,published,23,97,84,30,6,6,6,6,20,10,12750000,84,26,301,3,39
Joe Thuney,29,LG,77,Chiefs,88,92,72,68,71,77,G_PassProtector,18,33,12,8,33,15,26,56,N.C. State,5,10,Joe,48,85,97,launch-ratings,62,14,11,11,10,Thuney,81,12,5,90,88,89,6,10,ThuneyJoe_17777,11/18/92,Right,8235,10,10,17777,35,15,84,81,82,Default Stride Awkward,15,29880000,15,10,93,published,19,88,29,9,6,6,6,6,25,16,50130000,94,31,305,6,12
Justin Herbert,24,QB,78,Chargers,88,87,84,80,84,87,QB_FieldGeneral,80,26,79,59,68,12,39,72,Oregon,10,10,Justin,33,23,93,launch-ratings,10,72,16,20,12,Herbert,18,11,13,17,12,17,88,16,HerbertJustin_21034,3/10/98,Right,346,10,14,21034,41,14,13,19,24,Default,17,24580000,18,58,90,published,62,71,36,8,90,86,91,90,96,87,2000000,88,58,236,2,18
Laremy Tunsil,28,LT,77,Texans,88,94,63,69,71,66,OT_PassProtector,18,27,12,12,31,22,26,52,Ole Miss,6,14,Laremy,26,84,88,launch-ratings,78,17,17,20,9,Tunsil,85,11,9,88,91,90,6,18,TunsilLaremy_17541,8/2/94,Right,8241,18,9,17541,29,22,82,78,81,Default Stride Awkward,19,55770000,20,13,87,published,26,92,35,32,6,6,6,6,22,14,20530000,86,32,316,6,13
Micah Parsons,23,ROLB,75,Cowboys,88,86,91,88,85,94,OLB_SpeedRusher,68,73,12,50,69,44,62,74,Penn State,31,84,Micah,84,81,90,launch-ratings,11,67,20,20,60,Parsons,20,61,36,45,45,45,6,82,ParsonsMicah_21476,5/26/99,Right,1058,78,57,21476,91,36,45,45,45,Default Stride Loose,40,9780000,47,61,89,published,58,80,86,11,6,6,6,6,30,15,7300000,87,62,246,1,63
Michael Pierce,29,DT,72,Ravens,88,86,70,66,68,80,DT_RunStopper,24,90,12,17,28,14,26,48,Samford,3,63,Michael,77,91,83,launch-ratings,58,23,19,23,9,Pierce,40,18,5,45,44,44,6,93,PierceMichael_12433,11/6/92,Right,8397,81,13,12433,87,15,45,46,45,Default Stride Awkward,13,5700000,16,17,74,published,32,94,86,25,6,6,6,6,24,15,10790000,82,52,345,6,26
Shaquil Barrett,29,LOLB,74,Buccaneers,88,94,83,82,74,85,OLB_SpeedRusher,15,87,12,25,47,20,59,70,Colorado St.,5,90,Shaquil,81,84,90,launch-ratings,58,47,24,27,10,Barrett,24,59,5,45,45,45,6,91,BarrettShaquil_2780,11/17/92,Right,7656,78,39,2780,89,25,45,45,45,Default Stride Loose,15,24450000,54,10,86,published,30,74,88,6,6,6,6,6,15,12,34000000,92,33,250,8,64
A.J. Brown,25,WR,72,Eagles,87,95,91,87,93,94,WR_Playmaker,95,26,40,88,76,89,88,88,Ole Miss,82,10,A.J.,17,53,86,launch-ratings,11,90,16,17,72,Brown,33,18,85,19,24,41,16,15,BrownAJ_20495,6/30/97,Right,9397,10,16,20495,33,93,31,37,56,Default Stride Loose,88,43070000,89,82,89,published,80,77,23,13,25,29,34,40,41,30,51460000,90,73,226,3,27
Antoine Winfield Jr,24,FS,69,Buccaneers,87,88,89,88,89,91,S_Zone,82,60,21,72,67,71,75,85,Minnesota,15,55,Antoine,86,60,88,launch-ratings,31,83,20,20,83,Winfield Jr,18,75,20,35,35,35,6,86,WinfieldJrAntoine_21017,8/16/98,Right,680,46,68,21017,84,33,35,35,35,Short Stride Default,30,3320000,73,73,92,published,53,59,68,6,6,6,6,6,35,13,3990000,87,52,203,2,90
Brandin Cooks,28,WR,70,Texans,87,93,93,93,85,91,WR_DeepThreat,88,32,22,73,74,86,92,97,Oregon State,90,10,Brandin,15,40,90,launch-ratings,13,77,20,21,79,Cooks,20,18,86,19,20,32,6,24,CooksBrandin_10847,9/25/93,Right,6386,10,10,10847,34,80,31,37,50,Short Stride Loose,85,23490000,87,73,90,published,44,54,25,32,6,10,15,10,34,20,37470000,78,41,183,8,25
Brandon Scherff,30,RG,77,Jaguars,87,88,71,71,78,70,G_Agile,10,26,12,9,40,15,35,59,Iowa,5,10,Brandon,25,89,84,launch-ratings,68,10,25,25,10,Scherff,92,10,5,84,86,85,6,18,ScherffBrandon_2497,12/26/91,Right,7311,10,10,2497,22,15,90,85,87,Default Stride Awkward,15,15000000,15,10,88,published,30,92,32,17,6,6,6,6,30,13,35150000,94,25,315,7,15
Byron Jones,29,CB,72,Dolphins,87,83,92,95,98,94,CB_Zone,54,49,15,50,59,38,63,91,Connecticut,12,44,Byron,60,61,93,launch-ratings,24,76,21,24,65,Jones,16,84,17,35,35,35,6,82,JonesByron_2577,9/26/92,Right,7196,35,92,2577,70,41,35,35,35,Default Stride Bread Loaf,27,14250000,63,74,93,published,39,71,73,12,6,6,6,6,44,17,29250000,87,35,205,7,88
Calais Campbell,36,RE,80,Ravens,87,92,71,76,82,73,DE_RunStopper,20,89,12,16,46,10,41,63,Miami,2,68,Calais,85,89,94,launch-ratings,93,15,30,30,10,Campbell,19,20,3,45,45,45,6,93,CampbellCalais_28363,9/1/86,Right,655,78,35,28363,90,12,45,45,45,Default Stride Awkward,10,5600000,15,15,83,published,45,92,91,25,6,6,6,6,35,14,6900000,89,41,300,14,27
Casey Hayward Jr,32,CB,71,Falcons,87,91,88,89,86,89,CB_Zone,73,55,17,60,55,59,76,91,Vanderbilt,10,44,Casey,51,53,90,launch-ratings,29,73,24,22,35,Hayward Jr,13,84,12,35,35,35,6,92,HaywardCasey_11577,9/9/89,Right,5224,37,85,11577,73,37,35,35,35,Short Stride Loose,15,5500000,68,66,94,published,41,68,63,14,6,6,6,6,30,18,5500000,64,25,192,11,95
Da'Ron Payne,25,DT,75,Commanders,87,90,76,64,71,83,DT_RunStopper,37,84,12,32,46,23,45,56,Alabama,3,60,Da'Ron,77,87,97,launch-ratings,94,27,14,17,10,Payne,34,23,7,45,45,45,6,92,PayneDaRon_13104,5/27/97,Right,9016,79,13,13104,85,25,45,45,45,Long Stride Loose,15,8560000,20,23,83,published,39,95,87,26,6,6,6,6,26,17,14390000,92,43,319,4,29
De'Vondre Campbell,29,MLB,76,Packers,87,88,85,85,82,87,MLB_FieldGeneral,41,68,12,16,45,45,62,73,Minnesota,5,61,De'Vondre,81,83,94,launch-ratings,59,31,20,20,10,Campbell,18,69,9,45,45,23,6,87,CampbellDeVondre_17784,7/1/93,Right,7935,48,44,17784,91,12,45,45,29,Default Stride High and Tight,18,15740000,52,28,91,published,33,73,97,20,6,6,6,6,24,12,34000000,85,28,232,6,77
Devin McCourty,35,FS,70,Patriots,87,93,88,87,87,89,S_Zone,65,62,14,62,50,45,80,86,Rutgers,10,45,Devin,67,67,97,launch-ratings,32,77,24,22,74,McCourty,22,82,13,35,35,35,6,90,McCourtyDevin_9925,8/13/87,Right,2043,35,85,9925,82,12,35,35,35,Short Stride Loose,15,4500000,61,75,94,published,25,62,73,22,6,6,6,6,30,23,1250000,77,28,195,12,87
